filepath,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 8_Continuous horizontal cracks/cropped_CLD_044_jpg.rf.16d123d04ef50471c8eaac256e913daf.jpg,0,0,1,0,0,0,0,0,1,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 8_Continuous horizontal cracks/cropped_DSC_0064-Copy-Copy_jpg.rf.5311dc78c10d946bd59aa3f5936baeee.jpg,0,0,1,0,0,0,0,0,1,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 8_Continuous horizontal cracks/cropped_DSC_0202_jpg.rf.2f08b0439562c0ad6c244bf496453740.jpg,0,0,1,0,0,0,0,0,1,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 7_Discontinuous vertical cracks/cropped_IMG_8491_jpg.rf.91bc53ba204844c942abc60654828a9b.jpg,0,0,0,0,0,1,0,1,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 7_Discontinuous vertical cracks/cropped_IMG_8491_jpg.rf.c74b25eb677342d7d117502ed32c8fdf.jpg,0,0,0,0,0,1,0,1,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 7_Discontinuous vertical cracks/cropped_IMG_8674_jpg.rf.a219fe25c65748881076ea8b87809f52.jpg,0,0,0,0,0,1,0,1,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 7_Discontinuous vertical cracks/cropped_IMG_8674_jpg.rf.152c016c21fffb9ebed65f37c9ea4e62.jpg,0,0,0,0,0,1,0,1,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 7_Discontinuous vertical cracks/cropped_IMG_8674_jpg.rf.163aa4a5e09f3b7555f0fd5122ffa285.jpg,0,0,0,0,0,1,0,1,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 7_Discontinuous vertical cracks/cropped_IMG_8491_jpg.rf.5a4efd607e3a3594707f3f8146dc4c0b.jpg,0,0,0,0,0,1,0,1,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_IMG_1778_jpg.rf.0f80993c3484b1041ed38a267c66df6d.jpg,0,0,0,0,0,1,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_IMG_0965_jpg.rf.38528996d8cd2679331d4dbdf0fb4ced.jpg,0,0,0,0,0,1,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_IMG_0965_jpg.rf.72200ad95e912ae7b7b7025a5d249cd3.jpg,0,0,0,0,0,1,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_IMG_0965_jpg.rf.4c269060787ac2466f055cc39767fef9.jpg,0,0,0,0,0,1,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_IMG_1778_jpg.rf.260288208e58c02f1b760727409458d4.jpg,0,0,0,0,0,1,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/5_Discontinuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_IMG_1778_jpg.rf.d7eaa34e92fb901313ffcf51001f5733.jpg,0,0,0,0,0,1,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 4_Continuous Diagonal cracks 6_Continuous vertical cracks 8_Continuous horizontal cracks/cropped_262_yang_jpg.rf.3302077c6c1b06122de0b3d55d836ca3.jpg,0,0,1,0,1,0,1,0,1,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 4_Continuous Diagonal cracks 6_Continuous vertical cracks 8_Continuous horizontal cracks/cropped_262_yang_jpg.rf.ea5da3817c3fa4e9b6696bbc035b5a5c.jpg,0,0,1,0,1,0,1,0,1,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 4_Continuous Diagonal cracks 6_Continuous vertical cracks 8_Continuous horizontal cracks/cropped_262_yang_jpg.rf.4e72a1c2c9635eac4c3f8311fa84bca7.jpg,0,0,1,0,1,0,1,0,1,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks 8_Continuous horizontal cracks/cropped_DSC_0209_jpg.rf.a15bf1125baf6bc9d1716e0f4487590f.jpg,0,0,0,1,0,0,0,0,1,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks 8_Continuous horizontal cracks/cropped_DSC_0209_jpg.rf.213bc50efe00b96c63e765a151c8a2ce.jpg,0,0,0,1,0,0,0,0,1,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks 8_Continuous horizontal cracks/cropped_DSC_0209_jpg.rf.9506928ad78ca88e5993ea9710bcccbd.jpg,0,0,0,1,0,0,0,0,1,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CLD_053_jpg.rf.8a3da9f4a6b10aaafca7b5988d05d11d.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CMDdh_028_jpg.rf.a3ff371590bb95e6c0110633b9ca6620.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CMDv_021_jpg.rf.799e050d7e4a2f2a4f4cd20f0044410c.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CMDv_021_jpg.rf.5642f72d0c89eb4a2fe02e0ec897f11f.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CMDdh_028_jpg.rf.5048c78f35b988b6a70d791ade6062e6.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CLD_053_jpg.rf.208c93e55224c5498a7bf4b3b0631c13.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_IMG_9125_jpg.rf.75c4cdee55b3becd13671be54625d577.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_IMG_9125_jpg.rf.f4dd52f6c45158a137426e637fb43f0c.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CLD_053_jpg.rf.47a9fc76eae1c39a8e4fd7735bcb251a.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CMDv_021_jpg.rf.a7d2cc4879fdbb6d8aa75288e0e12722.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_IMG_9125_jpg.rf.b302f42d74522a766526a8fd9c24ca09.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/2_Huge Spalling 6_Continuous vertical cracks/cropped_CMDdh_028_jpg.rf.3dbfebc43a03f11cf3c0479ce4db24f3.jpg,0,0,1,0,0,0,1,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_image56_jpg.rf.f97a351b6f76e5e62df35fa67262eca4.jpg,0,0,0,0,1,0,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_image56_jpg.rf.4e9cc99ec71d4b323c4b7ca116608740.jpg,0,0,0,0,1,0,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/4_Continuous Diagonal cracks 9_Discontinuous horizontal cracks/cropped_image56_jpg.rf.2219f913a9181d26cd6ea8cc2ddf1355.jpg,0,0,0,0,1,0,0,0,0,1,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 3_X and V-shaped cracks 4_Continuous Diagonal cracks/cropped_208_jpg.rf.623723c0c47fbcf83d73f9ae151f3815.jpg,0,0,1,1,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 3_X and V-shaped cracks 4_Continuous Diagonal cracks/cropped_CMDdh_027_jpg.rf.5fdc6fdd21156d1179b921589528202b.jpg,0,0,1,1,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 3_X and V-shaped cracks 4_Continuous Diagonal cracks/cropped_208_jpg.rf.7e0f28bab325ce1f1fb7bd8678826e3e.jpg,0,0,1,1,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 3_X and V-shaped cracks 4_Continuous Diagonal cracks/cropped_CMDdh_027_jpg.rf.b7f8741355af82d69551d74986516535.jpg,0,0,1,1,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 3_X and V-shaped cracks 4_Continuous Diagonal cracks/cropped_208_jpg.rf.e9e64bca00c5877ac5926ac94e38e358.jpg,0,0,1,1,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 3_X and V-shaped cracks 4_Continuous Diagonal cracks/cropped_CMDdh_027_jpg.rf.8f1637ca2be3f1b0b1cde8ca9ccd7a6d.jpg,0,0,1,1,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_CMDdh_068_jpg.rf.cfbb2be76b605f9b97e49b425cdfeb2a.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_0187_jpg.rf.beccd387b6911a35be1b77066bbcabf9.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_DSC_0431_jpg.rf.bc52c4e36a4a87a767929e4256b421b4.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_8337_jpg.rf.94fe3274fe68627b669f9a02bd3a4920.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_8337_jpg.rf.fd71de61b0724ac423c93f5083de33d1.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_CMDdh_068_jpg.rf.c217b04d2e46de4d7e59105c64711028.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_0187_jpg.rf.0ee4eae257f06e3cfe80d0eb81f65172.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_DSC_0538_JPG_jpg.rf.c42ab6201ad5771ea81978b945d9aac0.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_0451_jpg.rf.6ee452911d0d0834df5d4eba77362421.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_0187_jpg.rf.94c2dedbb24ed744d20f4ce90760de9e.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_DSC_0431_jpg.rf.cf880a91df561554d52d6f9036c1ff6e.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_8337_jpg.rf.05403ef3678a24615e3d4f7f04ee5741.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_DSC_0538_JPG_jpg.rf.98dc72b0fa7178d50d6525db0b434a81.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_CMDdh_068_jpg.rf.39513f598fd9e1783dbb19d16929b88e.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_0451_jpg.rf.6199b565d1ef57be9e95d92d90505bbd.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_DSC_0431_jpg.rf.941f98467691f32d5dc409c6c2d543ed.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_IMG_0451_jpg.rf.493809071c26a2b17d43e915a8abe63c.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 2_Huge Spalling 4_Continuous Diagonal cracks/cropped_DSC_0538_JPG_jpg.rf.24d688573d2ab5c2ec7953f31a4da808.jpg,0,0,1,0,1,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0082_jpg.rf.8f695cbff142702d5451af067ddd1e4e.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0340_JPG_jpg.rf.4701267ecf0ad76f970415bb972d5d9f.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_00751_JPG_jpg.rf.2728a1df5db142a7285f1e499a2807d8.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0672_JPG_jpg.rf.d443301c3b4bbfb152990a6f3c7f5534.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0341_JPG_jpg.rf.d8ad91e6cb5f41e0d4aad6c16f75bc25.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_CMDdh_096_jpg.rf.470c0973bb700464c63c6f1f71c8d283.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0340_JPG_jpg.rf.12f1a023d2effca3871aee75e5d13643.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0657_JPG_jpg.rf.ae9457aa81a1a612f477ce0fa5e001df.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0082_jpg.rf.8251a5791c85fdca38b5371a1ae7da54.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0024_JPG_jpg.rf.e6e4f3211ee9e42a62f57d4f97211df4.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_00751_JPG_jpg.rf.13616ad31744c2de7a1489f72fb5dfd3.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0332_JPG_jpg.rf.de8ca3445d589ac6dbbe23dc6c1a7751.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0341_JPG_jpg.rf.28dd79b592cb14aebabb4b8e851fbe7d.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_CMDdh_096_jpg.rf.56f0bf8d882c631ff8f73a917e2bd390.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0332_JPG_jpg.rf.116478c3cccc3ca75d7fce82048c950d.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0341_JPG_jpg.rf.03a1501283ba9645eece7cfb732e5d58.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0657_JPG_jpg.rf.ce67442db7974314b756b28a4db336c5.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0657_JPG_jpg.rf.8e5d934efb5cc741d098b75d7b1b64f6.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0340_JPG_jpg.rf.e0603b9e2bc1818ac6bb86814891ae5d.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0082_jpg.rf.4a359d9aee2bc2766178f6f68e5aa679.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0332_JPG_jpg.rf.d1c5bf5dea8d949d9fa21478962a4699.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0024_JPG_jpg.rf.d6f035b9bdde8eb987a4f1648e19b110.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0163_JPG_jpg.rf.8b0d2fe8436651a3c1233c5b5c2e6d1c.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0163_JPG_jpg.rf.0ef35fde3754c8891934a30980053d55.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0332_JPG_jpg.rf.bfc277ef1c69485d3da291a619dbd918.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0724_jpg.rf.0095e8a248702fcfc23cfb8f8f5496e5.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0672_JPG_jpg.rf.695dd758bdbe8415c42b5c292a0e6621.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0724_jpg.rf.c45a39ae247cf3bb812b4d075f4ab29f.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0724_jpg.rf.595eb426605e5453e15ab93ac4545c15.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0332_JPG_jpg.rf.50128cfd6df38d8ebeeadeb39c2cf554.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0672_JPG_jpg.rf.d0e72f63d97c23be92ce2600d1ebffa6.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_00751_JPG_jpg.rf.4b5bca0ed0b143f984f013b676c8fc7e.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_CMDdh_096_jpg.rf.9000b55db9ee2c72dcf4d684201effe3.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0163_JPG_jpg.rf.7b07cec0336a4db0921a0dc91630c3bd.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0024_JPG_jpg.rf.349fc359385ad66e45c5ae2994a37f33.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/10_Small cracks 3_X and V-shaped cracks/cropped_DSC_0332_JPG_jpg.rf.504665ca5c3043c74bcba4fde6698074.jpg,0,0,0,1,0,0,0,0,0,0,1
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_CMDv_001_jpg.rf.b7c727045f8d6e4f9b1dde7a7f14606c.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_IMG_8020_JPG_jpg.rf.d8bdf57e4d137e493f3deb514d85b35c.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_IMG_0975_jpg.rf.460f226d029e62928981345261bc8569.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_DSC_0754_jpg.rf.c456f4f6a98a87576a8fcaab414e2ef3.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_DSC_0755_jpg.rf.f39e3f7b37adbbbe79f6c18e0a391555.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_main-qimg-4055a9cb70225cfe53da110331ce1a00-lq_jpg.rf.28c24af541630ccd5cb07726edf8b9bc.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_DSC_0023_JPG_jpg.rf.8910ce4d6a6510fcd42b0a07d75e6b95.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_CMDdh_069_jpg.rf.a74b621700d67e2e358d96683b831703.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_IMG_0949_jpg.rf.7b300bf39a764748c1677885f9187c09.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_image1108_jpg.rf.ebfd628a6bb2a5b81ab890138341bdda.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_image1108_jpg.rf.7c7ff85d89f0d67c8f93a02838a621bf.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_DSC_0757_jpg.rf.3970e121e53abc89b61a6c5d152512ed.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_DSC_0360_JPG_jpg.rf.6a27e5d655c570d7b8313d01b9cd4d8f.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_CMDdh_069_jpg.rf.686a995118464a21d9b0481cf2cb5ccc.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_90_jpg.rf.7f2e84921b9958507551dab0e24f5304.jpg,0,0,0,1,0,0,0,0,0,0,0
/home/peter/kaggle/advanced_damage_classification/datasets/crack/train/3_X and V-shaped cracks/cropped_CMDdh_069_jpg.rf.c03a50cec48ccd0573350e213c63c0c0.jpg,0,0,0,1,0,0,0,0,0,0,0
